"","year","journal","article","title","zenURL","zenName","dvURL","dvName"
"397",2018,"Journal of Finance",29,"Rankings and Risk-Taking in the Finance Industry","https://doi.org/10.5281/zenodo.15290953","Results from national testing programs on the occurrence of chemical contaminants in food and feed - France","https://doi.org/10.7910/DVN/MEIEIC","Replication Data for: Taking a Gamble: Chinese Overseas Energy Finance and Country Risk"
"398",2015,"Journal of Development Economics",27,"Reducing nonpayment for public utilities: Experimental evidence from South Africa","https://doi.org/10.5281/zenodo.4745612","Beneficiary dependence on the South African Working for Water Programme: A multi-site case study of four projects in the Western Cape","https://doi.org/10.7910/DVN/MV9FEH","Replication Data for: Reducing Emissions and Air Pollution from Informal Brick Kilns: Evidence from Bangladesh"
"399",2015,"Journal of Labor Economics",11,"Relative Pay and Labor Supply","https://doi.org/10.5281/zenodo.15065004","Replication Package for ""Consumer Bankruptcy, Mortgage Default and Labor Supply""","https://doi.org/10.7910/DVN/ZJX9CB","Executive Pay Netherlands 2017-2021"
"400",2015,"Journal of Human Resources",14,"Risk- Taking Behavior in the Wake of Natural Disasters","https://doi.org/10.5281/zenodo.7795750","Data and R codes from: Effects of human disturbance on risk-taking behavior in painted turtles","https://doi.org/10.7910/DVN/KQZRVT","Replication Data for: ""Partisan differences in risk taking in a simulated pandemic"""
"401",2018,"AEJ: Applied Economics",5,"Role Models or Individual Consulting: The Impact of Personalizing Micro-entrepreneurship Training","https://doi.org/10.5281/zenodo.19465588","POSSIBILITIES OF DEVELOPING AN INDIVIDUAL EDUCATION SYSTEM WITH THE HELP OF ARTIFICIAL INTELLIGENCE","https://doi.org/10.7910/DVN/KSJY6Y","abc triples rediscovered at TNG"
"402",2015,"Review of Economics and Statistics",207,"SAVINGS IN TRANSNATIONAL HOUSEHOLDS: A FIELD EXPERIMENT AMONG MIGRANTS FROM EL SALVADOR","https://doi.org/10.5281/zenodo.6603112","A Review of Transnational Migrant Entrepreneurship","https://doi.org/10.7910/DVN/27431","Replication data for: Savings in Transnational Households: A Field Experiment among Migrants from El Salvador"
"403",2018,"Quarterly Journal of Economics",4,"STATUS GOODS: EXPERIMENTAL EVIDENCE FROM PLATINUM CREDIT CARDS","https://doi.org/10.5281/zenodo.3709364","Dataset related to article ""Nivolumab in disadvantaged subgroups of metastatic non-small-cell lung cancer patients: a single-institution experience.""","https://doi.org/10.7910/DVN/UXMULN","Replication Data for: 'Status Goods: Experimental Evidence from Platinum Credit Cards'"
"404",2018,"AEJ: Applied Economics",33,"Saving by Default: Evidence from a Field Experiment in Rural India","https://doi.org/10.5061/dryad.3kq05","Data from: Living in the city: urban environments shape the evolution of a native annual plant","https://doi.org/10.7910/DVN/DGTAKN","Replication Data for: What Are The Headwaters of Formal Savings? Experimental Evidence from Sri Lanka"
"405",2018,"Journal of Development Economics",79,"Saving more in groups: Field experimental evidence from Chile","https://doi.org/10.5061/dryad.stqjq2c3f","Stability of rocky intertidal communities in response to species removal varies across spatial scales","https://doi.org/10.7910/DVN/DGTAKN","Replication Data for: What Are The Headwaters of Formal Savings? Experimental Evidence from Sri Lanka"
"406",2015,"Journal of Public Economics",45,"School governance, teacher incentives, and pupil�teacher ratios: Experimental evidence from Kenyan primary schools","https://doi.org/10.5281/zenodo.20501691","EMOTIONAL INTELLIGENCE AND REFLECTIVE PRACTICE IN DEVELOPING SOCIAL COMPETENCE FOR FAMILY PARTNERSHIP AMONG FUTURE PRIMARY SCHOOL TEACHERS","https://doi.org/10.7910/DVN/9534YA","School governance, teacher incentives, and pupil–teacher ratios: Experimental evidence from Kenyan primary schools"
"407",2015,"Journal of Political Economy",30,"Self-Control at Work","https://doi.org/10.5061/dryad.4t420","Data from: The domain specificity of intertemporal choice in pinyon jays","https://doi.org/10.7910/DVN/MCQWJO","Effects of Framing Side-Effect Risks for a Hypothetical Vaccine: A Discounting Approach"
"408",2018,"Journal of Public Economics",105,"Shaming tax delinquents","https://doi.org/10.5281/zenodo.14472485","From Mirrors to Mindsets: The Chain Reaction of Social Media, Body Shame, and Body Image Perceptions","https://doi.org/10.7910/DVN/FT0Y0S","Replication Data for: Shames 2014 Dissertation"
"409",2018,"Journal of Labor Economics",4,"Skills, Job Tasks, and Productivity in Teaching: Evidence from a Randomized Trial of Instruction Practices","https://doi.org/10.7272/Q6736P2Q","Preterm Birth Initiative-Rwanda group antenatal care providers focus group discussions, qualitative data","https://doi.org/10.7910/DVN/GTGMGE","Using Gagne’s Instructional Design to Teach Communication Skills in Phlebotomy Education through Role-Play"
"410",2015,"AEJ: Applied Economics",15,"Social Networks and the Decision to Insure","https://doi.org/10.5061/dryad.pc537","Data from: Empirical studies on the network of social groups: the case of Tencent QQ","https://doi.org/10.7910/DVN/CXDJM0","Replication Data for: Social Networks and the Decision to Insure"
"411",2018,"AEJ: Applied Economics",14,"Social Networks as Contract Enforcement: Evidence from a Lab Experiment in the Field","https://doi.org/10.5061/dryad.j66q1","Data from: Group size effect on cooperation in one-shot social dilemmas II: curvilinear effect","https://doi.org/10.7910/DVN/XWH7ZE","Replication Data and Code for Corporate Culture: Evidence from the Field"
"412",2018,"Journal of Labor Economics",27,"Sorting through Affirmative Action: Three Field Experiments in Colombia","https://doi.org/10.5281/zenodo.4761488","Does the spatial sorting of dispersal traits affect the phenotype of the non-dispersing stages of the invasive frog Xenopus laevis through coupling?","https://doi.org/10.7910/DVN/U5ETZ0","Replication Data for: “Sustaining cooperation through self-sorting: The good, the bad, and the conditional.”"
"413",2018,"Journal of Human Resources",8,"Student Coaching: How Far Can Technology Go?","https://doi.org/10.5281/zenodo.20566821","ORGANIZING AUTONOMOUS LANGUAGE LEARNING  THROUGH MOBILE APPLICATIONS: CONTEMPORARY APPROACHES AND AN ANALYSIS OF EFFECTIVENESS","https://doi.org/10.7910/DVN/27560","Coaching Action Research Excellence"
"414",2018,"Journal of Development Economics",81,"Subsidies versus mental accounting nudges: Harnessing mobile payment systems to improve sanitation","https://doi.org/10.5281/zenodo.19239025","WAGE ACCOUNTING SYSTEM IN CONSTRUCTION ORGANIZATIONS","https://doi.org/10.7910/DVN/HXZAUQ","Accounting enforcement in EU (*The data is restricted until the publication of article)"
"415",2018,"Review of Economics and Statistics",63,"TELL ME SOMETHING I DON�T ALREADY KNOW: INFORMEDNESS AND THE IMPACT OF INFORMATION PROGRAMS",NA,NA,"https://doi.org/10.7910/DVN/51OD5A","Replication Data for: ""Tell Me Something I Don’t Already Know: Informedness and the Impact of Information Programs"""
"416",2015,"Review of Economics and Statistics",203,"TEMPORAL STABILITY OF TIME PREFERENCES","https://doi.org/10.5061/dryad.9zw3r22dt","Fungal disease temporal stability in an alpine meadow","https://doi.org/10.7910/DVN/27842","Replication data for: Temporal Stability of Time Preferences"
"417",2015,"Quarterly Journal of Economics",18,"THE AGGREGATE EFFECT OF SCHOOL CHOICE: EVIDENCE FROM A TWO-STAGE EXPERIMENT IN INDIA*","https://doi.org/10.5061/dryad.kr137","Data from: Sperm competition risk drives rapid ejaculate adjustments mediated by seminal fluid","https://doi.org/10.7910/DVN/G0HJLV","Replication Code: The Role of Education and Attitudes in Cooking Fuel Choice: Evidence from two states in India"
"418",2018,"Journal of the European Economic Association",33,"THE HALF-LIFE OF HAPPINESS: HEDONIC ADAPTATION IN THE SUBJECTIVE WELL-BEING OF POOR SLUM DWELLERS TO THE SATISFACTION OF BASIC HOUSING NEEDS","https://doi.org/10.5281/zenodo.3581336","IO Islamic 137. Żafarnâma, History of Timûr","https://doi.org/10.7910/DVN/1HUYIH","Worker Well-being and mistreatment - China 2018"
"419",2015,"Quarterly Journal of Economics",12,"THE IMPACT OF HOUSING ASSISTANCE ON CHILD OUTCOMES: EVIDENCE FROM A RANDOMIZED HOUSING LOTTERY","https://doi.org/10.5281/zenodo.10891039","Distances between Brazilian Social Housing and Urban Services","https://doi.org/10.7910/DVN/RNA2H6","Swedish Rental Market Dataset 2026 Top Cities"
"420",2015,"Review of Economics and Statistics",103,"THE IMPACT OF STUDY GROUPS AND ROOMMATES ON ACADEMIC PERFORMANCE",NA,NA,"https://doi.org/10.7910/DVN/28764","Replication data for: The Impact of Study Groups and Roommates on Academic Performance"
"421",2018,"Econometrica",32,"THE VALUE OF REGULATORY DISCRETION: ESTIMATES FROM ENVIRONMENTAL INSPECTIONS IN INDIA","https://doi.org/10.5281/zenodo.18127682","Indicators of the environmental inspection system in Spain (2016-2024), for each autonomous community (CCAA)","https://doi.org/10.7910/DVN/TPYSRO","Replication Data for: The Value of Regulatory Discretion: Estimates from Environmental Inspections in India"
"422",2018,"Journal of Political Economy",17,"Tangible Information and Citizen Empowerment: Identification Cards and Food Subsidy Programs in Indonesia","https://doi.org/10.5061/dryad.0zpc8670z","Ecological data for: Subsidy accessibility drives asymmetric food web responses","https://doi.org/10.7910/DVN/DJB8XI","Replication Data for:The Scholarly Knowledge Ecosystem: Challenges and Opportunities for the Field of Information"
"423",2018,"Journal of Development Economics",57,"Temptation in vote-selling: Evidence from a field experiment in the Philippines","https://doi.org/10.5281/zenodo.20188669","Temptation","https://doi.org/10.7910/DVN/OI14OG","Temptation in vote-selling: Evidence from a field experiment in the Philippines"
"424",2015,"Journal of Finance",48,"The Effect of Providing Peer Information on Retirement Savings Decisions","https://doi.org/10.5281/zenodo.12699675","Supplementary input data for accounting for component condition and preventive retirement in power system reliability of supply analyses","https://doi.org/10.7910/DVN/UBPBIB","Replication Data for: The Effects of Ownership Structure on Coal Plant Retirements in the U.S."
"425",2018,"AEJ: Applied Economics",1,"The Effects of Micro-entrepreneurship Programs on Labor Market Performance: Experimental Evidence from Chile","https://doi.org/10.5281/zenodo.19135241","IMPROVING MECHANISMS FOR YOUTH EMPLOYMENT IN THE CONTEXT OF DIGITAL TRANSFORMATION","https://doi.org/10.7910/DVN/6OTWY2","Replication Data for: Productivity Gains and Work Conditions in Coercive Labor Markets: Experimental Evidence from the Bangladesh Brick Sector"
"426",2018,"AEJ: Economic Policy",15,"The Impact of Financial Education on Adolescents� Intertemporal Choices","https://doi.org/10.5061/dryad.qv0sk","Data from: Intertemporal similarity: discounting as a last resort","https://doi.org/10.7910/DVN/9DOSCZ","Dissertation IRB Protocol for Indiana Adolescent Opinions about Sex Education"
"427",2018,"AEJ: Applied Economics",31,"The Impacts of Industrial and Entrepreneurial Work on Income and Health: Experimental Evidence from Ethiopia","https://doi.org/10.5061/dryad.z08kprrht","Exploring the effect of industrial agglomeration on income inequality in China","https://doi.org/10.7910/DVN/DNQHTO","The Impacts of Industrial and Entrepreneurial Work on Income and Health: Experimental Evidence from Ethiopia"
"428",2015,"AEJ: Applied Economics",10,"The Impacts of Microcredit: Evidence from Bosnia and Herzegovina","https://doi.org/10.5281/zenodo.17249597","Results complementing the European Union summary report on surveillance for the presence of transmissible spongiform encephalopathies (TSE) - Bosnia and Herzegovina","https://doi.org/10.7910/DVN/CHXJRF","Replication Materials for paper ""The Impact of Political Assassinations on Turnout: Evidence from Colombia"""
"429",2015,"AEJ: Applied Economics",16,"The Impacts of Microcredit: Evidence from Ethiopia","https://doi.org/10.5281/zenodo.17730459","Table 2 - 1 in Electricity Network Reinforcement and Expansion Project (ENREP) Update the Environmental and Social Impact Assessment (ESIA) for LOT-I: Metu-Mesha 230 KV Single Circuit Transmission Line","https://doi.org/10.7910/DVN/CHXJRF","Replication Materials for paper ""The Impact of Political Assassinations on Turnout: Evidence from Colombia"""
"430",2015,"AEJ: Applied Economics",18,"The Impacts of Microfinance: Evidence from Joint-Liability Lending in Mongolia","https://doi.org/10.5061/dryad.v7370","Data from: Female and male genetic effects on offspring paternity: additive genetic (co)variances in female extra-pair reproduction and male paternity success in song sparrows (Melospiza melodia)","https://doi.org/10.7910/DVN/CMUPCH","Replication Data for: The Impacts of Microfinance: Evidence from Joint-Liability Lending in Mongolia"
